
SetupTitle, TFT Saturation
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
TestParameter, Function.User.Unit, , , , S, A, F/cm2, , (dec/V), A
TestParameter, Function.User.Definition, 5, 5, sqrt(abs(ID)), delta(ID)/delta(VG), abs(IG), 133E-9, (delta(sqrt(ID))/delta(VG))^2*2*(L/W)*(1/Ca), delta(log(ID)/log(10))/delta(VG), abs(ID)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absId, sqrt_ID, Mob_Sat
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, true
TestParameter, Output.List.Data, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, true
TestParameter, AutoAnalysis.Line1.Type, 4
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 1
TestParameter, AutoAnalysis.Line1.Point1.Type, 1
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, max(VG)-3
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 1
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, max(VG)-1
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/05/2026 11:12:38
MetaData, TestRecord.TestTarget, S5TFT5-5TOP2REP
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 416b1de7-bf57-437f-a4d1-3d5e6586471a
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, sqrt_ID, Mob_Sat
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12, 1E-06, 6.1E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-05, 0.0016, 7.6000000000000014
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.6428571428571429
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.7
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.29690558865177075
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.69519045976765148
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 0.000326041423286
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.6428571428571429
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.6428571428571429
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=100 mV, No. of Steps=101, Compliance=100 nA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VD, Source Mode=V, Source=5 V, Compliance=100 mA	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, A, , A, V, S, , , F/cm2, (dec/V)
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Saturation
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
DataValue, -5, 5, -4.241E-12, 1.31E-12, 1.19E-11, 5, 5, 2.059368835347374E-06, 9.365600000000033E-11, 1.31E-12, 1.33E-07, 6.281940618855753E-05, 0.82191699790552808, 4.241E-12
DataValue, -4.9, 5, 5.1246E-12, -1.757E-11, -4.2510000000000004E-11, 5, 5, 2.263757937589618E-06, 3.2249999999999973E-11, 1.757E-11, 1.33E-07, 0.00012347432393157264, -1.4163627829413703, 5.1246E-12
DataValue, -4.8, 5, 2.209E-12, -1.96E-12, -1E-13, 5, 5, 1.4862705002791382E-06, -3.4834999999999969E-11, 1.96E-12, 1.33E-07, 0.00030886266788461163, -2.2213802364704343, 2.209E-12
DataValue, -4.7, 5, -1.8424E-12, 1.1540000000000001E-11, 4.38E-12, 5, 5, 1.357350360076572E-06, -3.0754000000000109E-11, 1.1540000000000001E-11, 1.33E-07, 9.3656747773015708E-05, 1.2574943464636101, 1.8424E-12
DataValue, -4.6000000000000005, 5, -3.9418E-12, 4.742E-11, 1.739E-11, 5, 5, 1.9853966858036206E-06, 3.4008999999999973E-11, 4.742E-11, 1.33E-07, 0.00028430079769720508, 2.1502260636669828, 3.9418E-12
DataValue, -4.5, 5, 4.9594E-12, -4.82E-12, -4.2780000000000006E-11, 5, 5, 2.2269710370815332E-06, 6.6699999999999948E-12, 4.82E-12, 1.33E-07, 5.1613232688652582E-05, -0.89710152086459971, 4.9594E-12
DataValue, -4.4, 5, -2.6078E-12, 1.9E-12, 2.7100000000000004E-12, 5, 5, 1.6148684156921268E-06, -1.7614999999999986E-11, 1.9E-12, 1.33E-07, 0.00039765210711048489, -2.6907687061776797, 2.6078E-12
DataValue, -4.3, 5, 1.4364E-12, -5.3700000000000007E-12, -4.0400000000000006E-12, 5, 5, 1.1984990613262908E-06, 3.1901999999999973E-11, 5.3700000000000007E-12, 1.33E-07, 4.030953493252072E-05, 0.80183239708658971, 1.4364E-12
DataValue, -4.2, 5, 3.7726E-12, -4.4330000000000004E-11, -1.372E-11, 5, 5, 1.9423182025610532E-06, -3.1087999999999969E-11, 4.4330000000000004E-11, 1.33E-07, 0.000367043092505997, 2.6113075718913481, 3.7726E-12
DataValue, -4.1, 5, -4.7812E-12, 1.3340000000000001E-11, 4.308E-11, 5, 5, 2.1865955272980873E-06, -2.6218999999999979E-11, 1.3340000000000001E-11, 1.33E-07, 0.00020000250371425289, -2.0448452208926664, 4.7812E-12
DataValue, -4, 5, -1.4712E-12, 1.86E-12, -1.18E-12, 5, 5, 1.2129303360045045E-06, 3.5253000000000046E-11, 1.86E-12, 1.33E-07, 0.00017390757403624833, -1.6181293015277665, 1.4712E-12
DataValue, -3.9, 5, 2.2694E-12, -1.597E-11, -5.53E-12, 5, 5, 1.5064527871792066E-06, 2.7432000000000036E-11, 1.597E-11, 1.33E-07, 0.00023513876924278573, 2.1801773322199067, 2.2694E-12
DataValue, -3.8000000000000003, 5, 4.0152E-12, -4.873E-11, -1.921E-11, 5, 5, 2.0037963968427531E-06, -3.6313000000000047E-11, 4.873E-11, 1.33E-07, 0.00019929364156151609, 1.7123395565691024, 4.0152E-12
DataValue, -3.7, 5, -4.9932E-12, 2.18E-12, 4.1530000000000004E-11, 5, 5, 2.2345469339443289E-06, -8.2269999999999939E-12, 2.18E-12, 1.33E-07, 8.1071293977489267E-05, -1.1449774376686761, 4.9932E-12
DataValue, -3.6, 5, 2.3698E-12, -2.01E-12, -9.1000000000000016E-13, 5, 5, 1.5394154734833608E-06, 1.6005999999999987E-11, 2.01E-12, 1.33E-07, 0.00030173702611067721, -2.2252047825723302, 2.3698E-12
DataValue, -3.5, 5, -1.792E-12, 9.74E-12, 4.47E-12, 5, 5, 1.3386560424545208E-06, -3.1610999999999971E-11, 9.74E-12, 1.33E-07, 7.5671370696269919E-05, 1.1107459774115016, 1.792E-12
DataValue, -3.4, 5, -3.9524E-12, 4.7620000000000006E-11, 1.555E-11, 5, 5, 1.9880643852752857E-06, 3.3385000000000042E-11, 4.7620000000000006E-11, 1.33E-07, 0.00028556209151065566, 2.177632813643434, 3.9524E-12
DataValue, -3.3000000000000003, 5, 4.885E-12, -6.7400000000000008E-12, -4.3020000000000004E-11, 5, 5, 2.2102036105300345E-06, 5.3030000000000076E-12, 6.7400000000000008E-12, 1.33E-07, 3.1081356534774952E-05, -0.67846318617592249, 4.885E-12
DataValue, -3.2, 5, -2.8918E-12, 8.2E-13, 3.9900000000000006E-12, 5, 5, 1.7005293293560097E-06, -1.8816999999999983E-11, 8.2E-13, 1.33E-07, 0.00049817308216199029, -3.1951328371610428, 2.8918E-12
DataValue, -3.1, 5, 1.1216E-12, -4.32E-12, -3.66E-12, 5, 5, 1.059056183589898E-06, 3.3165999999999966E-11, 4.32E-12, 1.33E-07, 2.0539341654397567E-05, 0.55932944260020667, 1.1216E-12
DataValue, -3, 5, 3.7414E-12, -4.3210000000000005E-11, -1.2740000000000001E-11, 5, 5, 1.9342698880973151E-06, -2.9262999999999972E-11, 4.3210000000000005E-11, 1.33E-07, 0.0004682417327476322, 3.1255747371299032, 3.7414E-12
DataValue, -2.9, 5, -4.731E-12, 1.599E-11, 4.2890000000000006E-11, 5, 5, 2.1750862051881988E-06, -2.7162000000000036E-11, 1.599E-11, 1.33E-07, 0.0001510566207035725, -1.7244526715484043, 4.731E-12
DataValue, -2.8000000000000003, 5, -1.691E-12, 9.9E-13, -1.02E-12, 5, 5, 1.3003845585056753E-06, 3.455100000000004E-11, 9.9E-13, 1.33E-07, 0.00018361881183495934, -1.6832792890793624, 1.691E-12
DataValue, -2.7, 5, 2.1792E-12, -1.488E-11, -5.63E-12, 5, 5, 1.4762113669796748E-06, 2.8711999999999975E-11, 1.488E-11, 1.33E-07, 0.00019080772928273523, 1.8973075808134414, 2.1792E-12
DataValue, -2.6, 5, 4.0514E-12, -4.807E-11, -1.9380000000000002E-11, 5, 5, 2.0128089824918807E-06, -3.5538999999999966E-11, 4.807E-11, 1.33E-07, 0.00020800321050541863, 1.7721324123409838, 4.0514E-12
DataValue, -2.5, 5, -4.9286E-12, 1.8700000000000003E-12, 4.1130000000000004E-11, 5, 5, 2.2200450445880597E-06, -9.0839999999999948E-12, 1.8700000000000003E-12, 1.33E-07, 0.00010085465141957179, -1.2920266466521635, 4.9286E-12
DataValue, -2.4, 5, 2.2345999999999998E-12, -2.4500000000000003E-12, -9.7000000000000011E-13, 5, 5, 1.4948578527739686E-06, 1.5403000000000019E-11, 2.4500000000000003E-12, 1.33E-07, 0.00027845483515184305, -2.1301080290840106, 2.2345999999999998E-12
DataValue, -2.3000000000000003, 5, -1.848E-12, 1.1240000000000001E-11, 4.7000000000000006E-12, 5, 5, 1.3594116374373143E-06, -3.1099000000000038E-11, 1.1240000000000001E-11, 1.33E-07, 9.4526612139211793E-05, 1.2562516360800586, 1.848E-12
DataValue, -2.2, 5, -3.9852E-12, 4.759E-11, 1.6070000000000002E-11, 5, 5, 1.9962965711536952E-06, 3.3684999999999966E-11, 4.759E-11, 1.33E-07, 0.00027270196918047576, 2.1125903518987403, 3.9852E-12
DataValue, -2.1, 5, 4.889E-12, -6.9900000000000007E-12, -4.2730000000000004E-11, 5, 5, 2.2111083193728886E-06, 5.155999999999993E-12, 6.9900000000000007E-12, 1.33E-07, 2.8965601748981835E-05, -0.6501981533503981, 4.889E-12
DataValue, -2, 5, -2.954E-12, 2.01E-12, 5.2500000000000004E-12, 5, 5, 1.7187204542915058E-06, -1.9276000000000005E-11, 2.01E-12, 1.33E-07, 0.00053626652720488042, -3.3739175471608194, 2.954E-12
DataValue, -1.9000000000000001, 5, 1.0337999999999999E-12, -3.97E-12, -3.4200000000000004E-12, 5, 5, 1.0167595585978035E-06, 3.286000000000001E-11, 3.97E-12, 1.33E-07, 1.2642692035951436E-05, 0.44029035773932368, 1.0337999999999999E-12
DataValue, -1.8, 5, 3.6179999999999997E-12, -4.1720000000000006E-11, -1.2050000000000001E-11, 5, 5, 1.9021040980976828E-06, -2.8897999999999975E-11, 4.1720000000000006E-11, 1.33E-07, 0.00050737129958326711, 3.3093645208439129, 3.6179999999999997E-12
