
SetupTitle, TFT Saturation
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
TestParameter, Function.User.Unit, , , , S, A, F/cm2, , (dec/V), A
TestParameter, Function.User.Definition, 5, 5, sqrt(abs(ID)), delta(ID)/delta(VG), abs(IG), 133E-9, (delta(sqrt(ID))/delta(VG))^2*2*(L/W)*(1/Ca), delta(log(ID)/log(10))/delta(VG), abs(ID)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absId, sqrt_ID, Mob_Sat
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, true
TestParameter, Output.List.Data, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, true
TestParameter, AutoAnalysis.Line1.Type, 4
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 1
TestParameter, AutoAnalysis.Line1.Point1.Type, 1
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, max(VG)-3
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 1
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, max(VG)-1
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/05/2026 15:38:10
MetaData, TestRecord.TestTarget, S5TFT5-5BOT2REP
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 7ef20cda-cb30-462f-b7a7-1f8e56b5ba4c
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, sqrt_ID, Mob_Sat
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 5.9E-06, 1.3E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-10, 7.6E-06, 0.00016
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 3.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.7
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.84814059216438631
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.92303721946169259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 6.1841169E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 3.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 3.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=100 mV, No. of Steps=101, Compliance=100 nA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VD, Source Mode=V, Source=5 V, Compliance=100 mA	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, A, , A, V, S, , , F/cm2, (dec/V)
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Saturation
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
DataValue, -5, 5, 4.7987999999999996E-11, 6.2900000000000009E-12, -3.9750000000000005E-11, 5, 5, 6.92733715073837E-06, -2.793800000000004E-11, 6.2900000000000009E-12, 1.33E-07, 6.2994648650898673E-05, -0.260499469985299, 4.7987999999999996E-11
DataValue, -4.9, 5, 4.51942E-11, -6.6200000000000005E-12, -4.669E-11, 5, 5, 6.722663162765185E-06, -6.7600000000000176E-13, 6.6200000000000005E-12, 1.33E-07, 3.58501961982823E-08, -0.006126477752887988, 4.51942E-11
DataValue, -4.8, 5, 4.7852799999999996E-11, -5.1400000000000005E-11, -5.4780000000000004E-11, 5, 5, 6.9175718283224209E-06, -3.2093999999999979E-11, 5.1400000000000005E-11, 1.33E-07, 9.2365503501183564E-05, -0.33263208285343432, 4.7852799999999996E-11
DataValue, -4.7, 5, 3.87754E-11, 1.863E-11, -7.1900000000000007E-12, 5, 5, 6.226989641873511E-06, -4.0039999999999963E-12, 1.863E-11, 1.33E-07, 1.2701530308078469E-06, -0.036646331413674592, 3.87754E-11
DataValue, -4.6000000000000005, 5, 4.7052E-11, -2.57E-12, -4.9250000000000004E-11, 5, 5, 6.859446041773344E-06, 1.7038999999999988E-11, 2.57E-12, 1.33E-07, 2.6975287216793472E-05, 0.18291617719953007, 4.7052E-11
DataValue, -4.5, 5, 4.21832E-11, 1.0500000000000002E-12, -3.9930000000000005E-11, 5, 5, 6.4948595057937938E-06, -3.3368999999999956E-11, 1.0500000000000002E-12, 1.33E-07, 9.58974998710355E-05, -0.33215566754843245, 4.21832E-11
DataValue, -4.4, 5, 4.03782E-11, 4.7400000000000006E-11, -3.397E-11, 5, 5, 6.3543843132124137E-06, 2.7076999999999976E-11, 4.7400000000000006E-11, 1.33E-07, 6.1454924781059007E-05, 0.26227328556847929, 4.03782E-11
DataValue, -4.3, 5, 4.75986E-11, -2.329E-11, -7.8790000000000007E-11, 5, 5, 6.8991738635868571E-06, 1.8325999999999985E-11, 2.329E-11, 1.33E-07, 2.9925053795477034E-05, 0.18866941402931642, 4.75986E-11
DataValue, -4.2, 5, 4.40434E-11, -2.0700000000000003E-12, -4.213E-11, 5, 5, 6.6365201725000432E-06, -3.7262999999999996E-11, 2.0700000000000003E-12, 1.33E-07, 0.00011919800004237723, -0.36975949451227808, 4.40434E-11
DataValue, -4.1, 5, 4.0145999999999996E-11, 1.8840000000000003E-11, -3.824E-11, 5, 5, 6.3360871206131621E-06, -2.407999999999998E-11, 1.8840000000000003E-11, 1.33E-07, 5.2400111981985885E-05, -0.25145656843303477, 4.0145999999999996E-11
DataValue, -4, 5, 3.92274E-11, 5.904000000000001E-11, -2.6940000000000003E-11, 5, 5, 6.263178106999673E-06, 4.2364000000000082E-11, 5.904000000000001E-11, 1.33E-07, 0.00015236812545995775, 0.41580977601247737, 3.92274E-11
DataValue, -3.9, 5, 4.86188E-11, -2.49E-12, -7.870000000000001E-11, 5, 5, 6.9727182647802431E-06, 1.3281000000000005E-11, 2.49E-12, 1.33E-07, 1.6354852785621304E-05, 0.14227239674429645, 4.86188E-11
DataValue, -3.8000000000000003, 5, 4.18836E-11, 1.9400000000000002E-12, -4.3390000000000005E-11, 5, 5, 6.4717540126305788E-06, -1.1283000000000026E-11, 1.9400000000000002E-12, 1.33E-07, 1.0079107944665848E-05, -0.10320099673818653, 4.18836E-11
DataValue, -3.7, 5, 4.63622E-11, -1.342E-11, -4.887E-11, 5, 5, 6.8089793655143353E-06, 2.889399999999996E-11, 1.342E-11, 1.33E-07, 7.01730557566282E-05, 0.28065951893777785, 4.63622E-11
DataValue, -3.6, 5, 4.7662399999999996E-11, -5.812E-11, -5.7880000000000005E-11, 5, 5, 6.9037960572427108E-06, -3.8478999999999978E-11, 5.812E-11, 1.33E-07, 0.00013119673851078791, -0.39415148377681641, 4.7662399999999996E-11
DataValue, -3.5, 5, 3.86664E-11, 4.9600000000000007E-12, -8.9900000000000011E-12, 5, 5, 6.2182312597715437E-06, -4.3719999999999939E-12, 4.9600000000000007E-12, 1.33E-07, 1.521647895940262E-06, -0.040207129291038833, 3.86664E-11
DataValue, -3.4, 5, 4.6787999999999997E-11, -3.4400000000000003E-12, -4.6E-11, 5, 5, 6.8401754363466436E-06, 2.2635000000000043E-11, 3.4400000000000003E-12, 1.33E-07, 4.7094599644734055E-05, 0.24041825918767612, 4.6787999999999997E-11
DataValue, -3.3000000000000003, 5, 4.31934E-11, 8.54E-12, -4.141E-11, 5, 5, 6.5721685918728527E-06, -3.2614000000000019E-11, 8.54E-12, 1.33E-07, 9.1998894616170121E-05, -0.32602310315718741, 4.31934E-11
DataValue, -3.2, 5, 4.02652E-11, 5.401E-11, -3.2430000000000005E-11, 5, 5, 6.3454865849673024E-06, 3.2363999999999968E-11, 5.401E-11, 1.33E-07, 8.4913049659347779E-05, 0.30321770927021569, 4.02652E-11
DataValue, -3.1, 5, 4.96662E-11, -1.5250000000000002E-11, -8.1710000000000008E-11, 5, 5, 7.04742506168033E-06, 9.5879999999999709E-12, 1.5250000000000002E-11, 1.33E-07, 8.3846131381914686E-06, 0.101027716266504, 4.96662E-11
DataValue, -3, 5, 4.21828E-11, 2.26E-12, -4.0730000000000004E-11, 5, 5, 6.4948287121370644E-06, -2.1529999999999983E-11, 2.26E-12, 1.33E-07, 3.6695706344566482E-05, -0.19692986147425079, 4.21828E-11
DataValue, -2.9, 5, 4.53602E-11, -4.7100000000000007E-12, -4.8E-11, 5, 5, 6.7349981440235009E-06, 3.0309000000000046E-11, 4.7100000000000007E-12, 1.33E-07, 7.6468091446973434E-05, 0.29156653061993371, 4.53602E-11
DataValue, -2.8000000000000003, 5, 4.82446E-11, -5.157E-11, -5.3990000000000006E-11, 5, 5, 6.9458332833433314E-06, -2.687500000000004E-11, 5.157E-11, 1.33E-07, 6.3693699592734534E-05, -0.27387844062215766, 4.82446E-11
DataValue, -2.7, 5, 3.99852E-11, 1.9580000000000002E-11, -8.9000000000000013E-12, 5, 5, 6.3233851693535162E-06, -2.2852999999999984E-11, 1.9580000000000002E-11, 1.33E-07, 4.2746454280023653E-05, -0.21612870108911311, 3.99852E-11
DataValue, -2.6, 5, 4.3674E-11, 3.2900000000000003E-12, -4.6530000000000006E-11, 5, 5, 6.6086307205048157E-06, 3.8920999999999963E-11, 3.2900000000000003E-12, 1.33E-07, 0.00013004788220817083, 0.38625256897766713, 4.3674E-11
DataValue, -2.5, 5, 4.7769399999999996E-11, -1.977E-11, -5.018E-11, 5, 5, 6.9115410727275578E-06, 2.6954999999999989E-11, 1.977E-11, 1.33E-07, 5.8956538976375726E-05, 0.2527441670851347, 4.7769399999999996E-11
DataValue, -2.4, 5, 4.9065E-11, -5.9540000000000008E-11, -6.1470000000000008E-11, 5, 5, 7.0046413184402242E-06, -3.7943000000000032E-11, 5.9540000000000008E-11, 1.33E-07, 0.00012330634588901936, -0.37565603563007471, 4.9065E-11
DataValue, -2.3000000000000003, 5, 4.01808E-11, 2.18E-12, -1.0030000000000002E-11, 5, 5, 6.3388327001112754E-06, -7.3290000000000161E-12, 2.18E-12, 1.33E-07, 4.1782758540362769E-06, -0.065860747942156989, 4.01808E-11
DataValue, -2.2, 5, 4.75992E-11, -2.23E-12, -4.621E-11, 5, 5, 6.8992173469169674E-06, 1.6841999999999972E-11, 2.23E-12, 1.33E-07, 2.5481818372284973E-05, 0.17480801055507184, 4.75992E-11
DataValue, -2.1, 5, 4.35492E-11, 1.2730000000000001E-11, -4.1870000000000006E-11, 5, 5, 6.5991817674617811E-06, -3.1234999999999964E-11, 1.2730000000000001E-11, 1.33E-07, 8.2568631719279E-05, -0.30550516980682979, 4.35492E-11
DataValue, -2, 5, 4.13522E-11, 5.7290000000000003E-11, -3.0970000000000004E-11, 5, 5, 6.4305676265785438E-06, 3.7278E-11, 5.7290000000000003E-11, 1.33E-07, 0.00011067519115425167, 0.34315433766953346, 4.13522E-11
DataValue, -1.9000000000000001, 5, 5.10048E-11, -6.6E-12, -8.165000000000001E-11, 5, 5, 7.1417644878559247E-06, 8.2049999999999813E-12, 6.6E-12, 1.33E-07, 6.0018513001189065E-06, 0.084505756951669411, 5.10048E-11
