
SetupTitle, TFT Saturation
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
TestParameter, Function.User.Unit, , , , S, A, F/cm2, , (dec/V), A
TestParameter, Function.User.Definition, 80, 20, sqrt(abs(ID)), delta(ID)/delta(VG), abs(IG), 133E-9, (delta(sqrt(ID))/delta(VG))^2*2*(L/W)*(1/Ca), delta(log(ID)/log(10))/delta(VG), abs(ID)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absId, sqrt_ID, Mob_Sat
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1, 1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true, true
TestParameter, Output.List.Data, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, true
TestParameter, AutoAnalysis.Line1.Type, 4
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 1
TestParameter, AutoAnalysis.Line1.Point1.Type, 1
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, max(VG)-3
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 1
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, VG
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, max(VG)-1
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/05/2026 12:12:25
MetaData, TestRecord.TestTarget, S5TFT80-20TOP2
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, aa1deef0-baff-4794-b1c6-d769df93f50b
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, sqrt_ID, Mob_Sat
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-05, 0.0069, 0.00054
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0076, 110
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -2.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.7
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.42102898061752403
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.33148625895054118
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, -8.853103092E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -2.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -2.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=-5 V, Stop=5 V, Step=100 mV, No. of Steps=101, Compliance=100 nA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VD, Source Mode=V, Source=5 V, Compliance=100 mA	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, ID, absId, IG, absIg, Mob_Sat, IS, VD, gm, W, L, Ca, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A, A, , A, V, S, , , F/cm2, (dec/V)
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Saturation
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
DataName, VG, VD, ID, IG, IS, W, L, sqrt_ID, gm, absIg, Ca, Mob_Sat, SS, absId
DataValue, -5, 5, 5.2218E-05, -9.9997599999999985E-08, -5.1322E-05, 80, 20, 0.0072262023221052983, -1.4460000000000045E-05, 9.9997599999999985E-08, 1.33E-07, 3.81637726387399, -0.12195962527051173, 5.2218E-05
DataValue, -4.9, 5, 5.0772E-05, -9.9997999999999993E-08, -5.3904000000000004E-05, 80, 20, 0.0071254473543771275, -6.5099999999999707E-06, 9.9997999999999993E-08, 1.33E-07, 0.77244183654723741, -0.054829780458649453, 5.0772E-05
DataValue, -4.8, 5, 5.0916000000000005E-05, -9.99978E-08, -4.9926E-05, 80, 20, 0.007135544828532717, 2.9239999999999984E-05, 9.99978E-08, 1.33E-07, 14.975919171488183, 0.23672796825082698, 5.0916000000000005E-05
DataValue, -4.7, 5, 5.6620000000000003E-05, -9.99978E-08, -5.0746000000000005E-05, 80, 20, 0.0075246262365648436, 5.1199999999999959E-06, 9.99978E-08, 1.33E-07, 0.47908152185153918, 0.043238337395217361, 5.6620000000000003E-05
DataValue, -4.6000000000000005, 5, 5.194E-05, -9.9997399999999987E-08, -5.1200000000000004E-05, 80, 20, 0.0072069410986909006, -1.1699999999999996E-05, 9.9997399999999987E-08, 1.33E-07, 2.3204749880015583, -0.091650130206928276, 5.194E-05
DataValue, -4.5, 5, 5.428E-05, -9.9997599999999985E-08, -5.2016000000000005E-05, 80, 20, 0.0073674961825575449, -9.24999999999998E-06, 9.9997599999999985E-08, 1.33E-07, 1.576447987051006, -0.0787545680188461, 5.428E-05
DataValue, -4.4, 5, 5.009E-05, -9.9997999999999993E-08, -4.983E-05, 80, 20, 0.0070774289116881991, -2.6229999999999995E-05, 9.9997999999999993E-08, 1.33E-07, 12.525814678790692, -0.22071258134174412, 5.009E-05
DataValue, -4.3, 5, 4.9034E-05, -9.9997599999999985E-08, -5.1394E-05, 80, 20, 0.0070024281502918681, 1.2279999999999981E-05, 9.9997599999999985E-08, 1.33E-07, 2.76215195398807, 0.1039431489830366, 4.9034E-05
DataValue, -4.2, 5, 5.2546E-05, -9.99978E-08, -5.2096000000000004E-05, 80, 20, 0.0072488619796489432, 3.690000000000024E-06, 9.99978E-08, 1.33E-07, 0.25903821537732119, 0.032438848663871561, 5.2546E-05
DataValue, -4.1, 5, 4.9772000000000004E-05, -9.99978E-08, -5.0860000000000004E-05, 80, 20, 0.0070549273561107632, -7.5300000000000041E-06, 9.99978E-08, 1.33E-07, 1.0289640659784602, -0.063144978865081691, 4.9772000000000004E-05
DataValue, -4, 5, 5.104E-05, -9.9997599999999985E-08, -5.1948000000000005E-05, 80, 20, 0.0071442284397967007, 3.4230000000000023E-05, 9.9997599999999985E-08, 1.33E-07, 20.722952231823029, 0.279847158159892, 5.104E-05
DataValue, -3.9, 5, 5.6618E-05, -9.9997999999999993E-08, -5.1006E-05, 80, 20, 0.0075244933384248534, 1.1930000000000018E-05, 9.9997999999999993E-08, 1.33E-07, 2.5612439124807671, 0.0992099704832762, 5.6618E-05
DataValue, -3.8000000000000003, 5, 5.3426E-05, -9.9997999999999993E-08, -5.1518000000000004E-05, 80, 20, 0.0073093091328797965, -2.6570000000000018E-05, 9.9997999999999993E-08, 1.33E-07, 12.303395034428435, -0.21401648587460215, 5.3426E-05
DataValue, -3.7, 5, 5.1304E-05, -9.9997599999999985E-08, -4.9496E-05, 80, 20, 0.0071626810622838714, -5.7399999999999772E-06, 9.9997599999999985E-08, 1.33E-07, 0.58591354419012376, -0.047168476960210939, 5.1304E-05
DataValue, -3.6, 5, 5.2278E-05, -9.999719999999999E-08, -5.0602E-05, 80, 20, 0.0072303526884931416, -3.670000000000014E-06, 9.999719999999999E-08, 1.33E-07, 0.24852081767696571, -0.031291366383188163, 5.2278E-05
DataValue, -3.5, 5, 5.057E-05, -9.9997599999999985E-08, -4.928E-05, 80, 20, 0.00711125867902441, -6.9799999999999848E-06, 9.9997599999999985E-08, 1.33E-07, 0.887784919254504, -0.058773953944495305, 5.057E-05
DataValue, -3.4, 5, 5.0882000000000005E-05, -9.9997399999999987E-08, -4.9694E-05, 80, 20, 0.00713316199171167, 3.6900000000000324E-06, 9.9997399999999987E-08, 1.33E-07, 0.25122704317198991, 0.031460662170084183, 5.0882000000000005E-05
DataValue, -3.3000000000000003, 5, 5.1308000000000004E-05, -9.9997399999999987E-08, -5.3784E-05, 80, 20, 0.00716296028189463, 2.4290000000000033E-05, 9.9997399999999987E-08, 1.33E-07, 10.406918273536487, 0.19801395374233116, 5.1308000000000004E-05
DataValue, -3.2, 5, 5.5740000000000005E-05, -9.9997599999999985E-08, -5.0752000000000005E-05, 80, 20, 0.0074659225819720372, 6.699999999999777E-07, 9.9997599999999985E-08, 1.33E-07, 0.0082121396716092962, 0.0056637949944038316, 5.5740000000000005E-05
DataValue, -3.1, 5, 5.1442E-05, -9.99978E-08, -5.1942000000000005E-05, 80, 20, 0.0071723078573078551, -3.087E-05, 9.99978E-08, 1.33E-07, 17.024807122169744, -0.25491545915624392, 5.1442E-05
DataValue, -3, 5, 4.9566E-05, -9.99978E-08, -5.1372E-05, 80, 20, 0.0070403124930644946, -5.9099999999999773E-06, 9.99978E-08, 1.33E-07, 0.64557767327585969, -0.050476804044423632, 4.9566E-05
DataValue, -2.9, 5, 5.026E-05, -9.9997999999999993E-08, -5.2588E-05, 80, 20, 0.0070894287499064408, 7.6400000000000251E-06, 9.9997999999999993E-08, 1.33E-07, 1.0900418677792463, 0.06593015556727097, 5.026E-05
DataValue, -2.8000000000000003, 5, 5.1094E-05, -9.9997599999999985E-08, -5.066E-05, 80, 20, 0.0071480067151619272, -1.4700000000000065E-06, 9.9997599999999985E-08, 1.33E-07, 0.040526917596195866, -0.012739503113294876, 5.1094E-05
DataValue, -2.7, 5, 4.9966E-05, -9.999719999999999E-08, -5.0482E-05, 80, 20, 0.0070686632399627018, 4.51999999999998E-06, 9.999719999999999E-08, 1.33E-07, 0.3725191651923323, 0.038083680100786631, 4.9966E-05
DataValue, -2.6, 5, 5.1998E-05, -9.9998199999999991E-08, -5.0858E-05, 80, 20, 0.0072109638745454828, 3.0300000000000006E-06, 9.9998199999999991E-08, 1.33E-07, 0.1716513912810296, 0.026177728160949851, 5.1998E-05
DataValue, -2.5, 5, 5.0572E-05, -9.9997999999999993E-08, -5.0262E-05, 80, 20, 0.0071113992997159144, 7.4000000000002955E-07, 9.9997999999999993E-08, 1.33E-07, 0.0098836594327481424, 0.0061718031370983032, 5.0572E-05
DataValue, -2.4, 5, 5.2146000000000005E-05, -9.9997999999999993E-08, -5.0858E-05, 80, 20, 0.0072212187337041666, -1.6300000000000187E-06, 9.9997999999999993E-08, 1.33E-07, 0.049536650072119909, -0.01404317627305309, 5.2146000000000005E-05
DataValue, -2.3000000000000003, 5, 5.0246E-05, -9.9998199999999991E-08, -5.017E-05, 80, 20, 0.0070884412955176538, -1.1340000000000046E-05, 9.9998199999999991E-08, 1.33E-07, 2.3695495489465759, -0.096559847107653543, 5.0246E-05
DataValue, -2.2, 5, 4.9878E-05, -9.9997599999999985E-08, -5.0394E-05, 80, 20, 0.0070624358404165347, -1.0299999999999876E-06, 9.9997599999999985E-08, 1.33E-07, 0.019884879603369737, -0.00892096495047844, 4.9878E-05
DataValue, -2.1, 5, 5.004E-05, -9.9997999999999993E-08, -5.0328E-05, 80, 20, 0.0070738956735309578, 5.9700000000000072E-06, 9.9997999999999993E-08, 1.33E-07, 0.6636603873235607, 0.051369172245396784, 5.004E-05
DataValue, -2, 5, 5.1072E-05, -9.99978E-08, -5.0522E-05, 80, 20, 0.007146467658920734, 5.2300000000000168E-06, 9.99978E-08, 1.33E-07, 0.50844096324272436, 0.044922990107520995, 5.1072E-05
DataValue, -1.9000000000000001, 5, 5.1086000000000005E-05, -9.9998199999999991E-08, -5.4112E-05, 80, 20, 0.0071474470966912378, -1.9099999999999872E-06, 9.9998199999999991E-08, 1.33E-07, 0.067386204915966516, -0.016302870556073049, 5.1086000000000005E-05
DataValue, -1.8, 5, 5.0690000000000004E-05, -9.9998599999999986E-08, -5.1192E-05, 80, 20, 0.0071196910045310258, -6.5900000000000106E-06, 9.9998599999999986E-08, 1.33E-07, 0.80943990861910364, -0.056758553541365005, 5.0690000000000004E-05
